id,sample_type,source_code,source_name,scene,difficulty,script_mix,has_digit,gt_length_bucket,gt_lines_bucket,ned,ws_ned,nfkc_ws_ned,yi_ned,han_ned,digit_ned,exact,dist,pred_len,label_len,gt_lines,risk_flags,original_id,answer,label
xuan_yi_2_line_000344,line,xuan_yi_2,凉山彝文资料选译第2集,old_print_pdf,medium,yi_han,False,001-020 chars,1 line,0.055556,0.055556,0.055556,0.000000,0.100000,,False,1,18,18,1,,book_00380_xuan_yi_2__xuan_yi_2_p072_old_selection_same_batch__v4_box_013__part_002,ꀿꅇꀋꃅꊰꇉꏷ，不听爸爸的活会流落十,ꀿꅇꀋꃅꊰꇉꏷ，不听爸爸的话会流落十
xuan_yi_2_line_000374,line,xuan_yi_2,凉山彝文资料选译第2集,old_print_pdf,medium,yi_han,False,001-020 chars,1 line,0.055556,0.055556,0.055556,0.111111,0.000000,,False,1,18,18,1,,book_00410_xuan_yi_2__xuan_yi_2_p118_old_selection_same_batch__v3_box_016__body_line,ꀋꉙꐦꇬꁍꑘꄹꀋꁨ，安宁河坝无田埂，,ꀈꉙꐦꇬꁍꑘꄹꀋꁨ，安宁河坝无田埂，
xuan_yi_3_line_000436,line,xuan_yi_3,凉山彝文资料选译第3集,old_print_pdf,medium,yi_han,False,001-020 chars,1 line,0.055556,0.055556,0.055556,0.142857,0.000000,,False,1,18,18,1,,book_00472_xuan_yi_3__xuan_yi_3_p091_old_selection_same_batch__v3_box_012__body_line,ꃄꎱꉏꆈꄀꌠꒉ。山火，开荒烧的最猛。,ꃄꐗꉏꆈꄀꌠꒉ。山火，开荒烧的最猛。
yi_dictionary_line_000483,line,yi_dictionary,彝文检字本,new_print_pdf,easy,yi,False,001-020 chars,1 line,0.055556,0.055556,0.055556,0.055556,,,False,1,18,18,1,,book_00519_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_009__body_line,ꑴꇬꌋꆀꌶꅉꆈꌠꁱꂷꄯꈧꌠꇬꌌꆈꉙꌋ,ꑴꇬꌋꆀꌶꅉꆈꌠꁱꂷꂘꈧꌠꇬꌌꆈꉙꌋ
yi_dictionary_line_000485,line,yi_dictionary,彝文检字本,new_print_pdf,easy,yi,False,001-020 chars,1 line,0.055556,0.055556,0.055556,0.058824,,,False,1,18,18,1,,book_00521_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_011__body_line,ꀋꃋꉹꁌꌋꆀꎥꃪ、ꄯꑴꅉꈧꌠꉜꐨꇬꈴ,ꀋꃋꉹꁌꌋꆀꎥꃪ、ꌺꑴꅉꈧꌠꉜꐨꇬꈴ
liangshan_yi_grammar_line_000250,line,liangshan_yi_grammar,凉山彝语语法,new_print_pdf,medium,yi_han,True,001-020 chars,2-4 lines,0.055556,0.000000,0.000000,0.000000,0.000000,0.000000,False,1,17,18,2,,book_00250_liangshan_grammar__liangshan_grammar_p055_grammar_mixed_special__v3_box_009__body_line,⑤ꆏꎔꎗꃅꌷ。你好好地学习（加重）,"⑤ꆏꎔꎗꃅꌷ。
你好好地学习（加重）"
luoe_teyi_region_000515,region,luoe_teyi,《勒俄特依》译注,old_print_pdf,medium,yi_han,False,001-020 chars,2-4 lines,0.055556,0.000000,0.000000,0.000000,0.000000,,False,1,17,18,2,ascii_any,book_00286_luoe_parent__luoe_teyi_annotated_p168_old_luoe_reference__v4_box_003__yi_phonetic_parent_region,"差一个的是什么？
ꋌꈨꆏꇠꄏꃳꆏ，","差一个的是什么？
ꋌꈨꆏꇠꄏꃳꆏ，"
le_e_ma_mu_screen_photo_p057,page,le_e_ma_mu_guide,勒俄玛牧导读教程,real_screen_photo,hard,yi_han,True,201+ chars,13+ lines,0.055268,0.054348,0.054348,0.006079,0.098765,0.000000,False,32,579,577,26,ascii_any,,"ꌿꊂꐧꂸꋦ①／ꇈꈬꇆꆉꑠꇬꑌꉆꇬꀋꐥ密林深处无动物，
ꊴꈻꌿꊂꎭ／ꊴꑠꈹꌌꇈꈬꎭ取来鹿子放到密林处，
ꌿꑭꁨꇉꀕ／ꇈꈬꑠꇬꉗꀑꅩꍅꄑ从此密林深处有生机，
ꊴꌺꈩꆗꆚ／ꊴꐥꈩꃅꌒ林中鹿儿乐融融，
ꌿꊂꐧꋦꇈ／ꇈꈬꇆꆉꑠꇬꇙꀕꇫꐥꇈ从此密林深处有动物。
ꉬꐮꏜꂸꋦ／ꏃꃅꉬꐮꏜꑠꇬꀋꐥ下界地上不长草，
ꀊꊉꎺꀮꑌ／ꀊꊉꎺꀮꆏ阿卧书部啊，
ꏮꆹꉬꑎꈻ／ꆹꌊꏃꃅꉬꉎꎹꈹ回到上天找，
ꏜꑠꌘꌅꒃ／ꏜꋲꏜꑞꌕꑞꇖꑵꃅꇇꒃꌊ取来各种草，
ꏃꃅꉬꐮꎭ／ꏃꃅꉬꐮꊪꄉꇈ栽在下界地面上，
ꏜꋦꈬꁍꇈ／ꏜꋦꏃꁌꆿꇤꒉꀐ草儿长成千万种，
ꅔꐎꏜꋦꈇ②／ꅔꐎꆹꏜꋥꅉꑠꈚꐛꀐ草原成了草的集聚处；
ꅔꊂꐧꂸꋦ／ꅔꐎꈬꊂꏭꇙꀕꇬꀋꐥ草原之中无动物，
ꏰꈻꅔꊂꎭ／ꊫꏰꎹꈹꌌꅔꐎꈬꊂꎭ找来云雀放在草原上，
ꅔꐎꁨꇉꀕ／ꅔꐎꈬꊂꑠꇬꉗꀑꅩꍅꄑ从此草原之中有生机，
ꏰꋶꍅꇙꀕ／ꊫꏰꋵꃚꌞꉌꐡ云雀叫声响云霄；
ꏰꌺꈁꂸꊌ③／ꊫꏰꋚꈁꀋꊌꄉ云雀无食粮，
ꍈꀮꌹꋒꈻ／ꍈꀮꋍꋒꎹꈹꄉ找对蚱蜢来，
ꏰꌺꈁꃅꁳ／ꌌꇁꏰꌺꁳꋚꈁꃅꄉꎻ作为云雀的食物，
ꅔꐍꐧꋦꇈ／ꋌꊂꅔꐍꈬꊂꇙꀕꇫꐥꇈ从此草原有动物。
ꉬꐮꒉꂸꒉ／ꏃꃅꉬꐮꀆꐒꇬꀋꐥ
ꀊꊉꎺꀮꑌ／ꀊꊉꎺꀮꆏ
①ꐧ动物：ꇙꀕꄜ。
②ꈈ集聚之处：“ꇽ”ꂶꌠꇬꄉꃚꐈꇁꌠ，ꏓꋍꈚꅞꅉꑠꈚꄜ。
③ꈁ食物：ꋠꅍꅝꒉꋚꈁꄜ。
37
下界地上无流水，
阿卧书部啊，","ꌿꊂꐧꂸꋦ①／ꇈꈬꇆꆉꑠꇬꑌꉆꇬꀋꐥ密林深处无动物，
ꊴꈻꌿꊂꎭ／ꊴꑠꈹꌌꇈꈬꎭ取来鹿子放到密林处，
ꌿꑭꁨꇉꀕ／ꇈꈬꑠꇬꉗꀑꅩꍅꄑ从此密林深处有生机，
ꊴꌺꈩꆗꆚ／ꊴꐥꈩꃅꌒ林中鹿儿乐融融，
ꌿꊂꐧꋦꇈ／ꇈꈬꇆꆉꑠꇬꇙꀕꇫꐥꇈ从此密林深处有动物。
ꉬꐮꏜꂸꋦ／ꏃꃅꉬꐮꏜꑠꇬꀋꐥ下界地上不长草，
ꀊꊉꎺꀮꑌ／ꀊꊉꎺꀮꆏ阿卧书部啊，
ꏮꆹꉬꑎꈻ／ꆹꌊꏃꃅꉬꉎꎹꈹ回到上天找，
ꏜꑠꌘꌅꒃ／ꏜꋲꏜꑞꌕꑞꇖꑵꃅꇇꒃꌊ取来各种草，
ꏃꃅꉬꐮꎭ／ꏃꃅꉬꐮꊪꄉꇈ栽在下界地面上，
ꏜꋦꈬꁍꇈ／ꏜꋦꏃꁌꆿꇤꒉꀐ草儿长成千万种，
ꅔꐎꏜꋦꈇ②／ꅔꐎꆹꏜꋥꅉꑠꈚꐛꀐ草原成了草的集聚处；
ꅔꊂꐧꂸꋦ／ꅔꐎꈬꊂꏭꇙꀕꇬꀋꐥ草原之中无动物，
ꏰꈻꅔꊂꎭ／ꊫꏰꎹꈹꌌꅔꐎꈬꊂꎭ找来云雀放在草原上，
ꅔꐎꁨꇉꀕ／ꅔꐎꈬꊂꑠꇬꉗꀑꅩꍅꄑ从此草原之中有生机，
ꏰꋶꍅꇙꀕ／ꊫꏰꋵꃚꌞꉌꐡ云雀叫声响云霄；
ꏰꌺꈁꂸꊌ③／ꊫꏰꋚꈁꀋꊌꄉ云雀无食粮，
ꍈꀮꌹꋒꈻ／ꍈꀮꋍꋒꎹꈹꄉ找对蚱蜢来，
ꏰꌺꈁꃅꁳ／ꌌꇁꏰꌺꁳꋚꈁꃅꄉꎻ作为云雀的食物，
ꅔꐍꐧꋦꇈ／ꋌꊂꅔꐍꈬꊂꇙꀕꇫꐥꇈ从此草原有动物。
ꉬꐮꒉꂸꒉ／ꏃꃅꉬꐮꀆꐒꇬꀋꐥ下界地上无流水，
ꀊꊉꎺꀮꑌ／ꀊꊉꎺꀮꆏ阿卧书部啊，
①ꐧ动物：ꇙꀕꄜ。
②ꈇ集聚之处：“ꒊ”ꂶꌠꇬꄉꃚꐈꇁꌠ，ꏓꋍꈚꅞꅉꑠꈚꄜ。
③ꈁ食物：ꋠꅍꅝꒉꋚꈁꄜ。
37"
handwriting_region_000580,region,handwriting,规范手写,neat_handwriting,hard,yi,False,021-060 chars,5-12 lines,0.052632,0.058824,0.058824,0.068966,,,False,2,38,38,5,ascii_any,handwriting_00036_hw_20260619_036_HWN_POEM_STANZA_001,"ꃅꇁꄵꇓꒈꇤꄸ，
ꏷꌩꀂꏽꉆꄉꁻ，
ꈧꁻꈨꂸꌸ，
ꆪꁻꆪꂸꌸ，
ꏷꒆꄾꏪꀕ，","ꌌꇁꄵꇓꒈꇤꆏ，
ꏷꌩꀂꏽꉆꄉꁻ，
ꈧꁻꈨꂸꌸ，
ꆪꁻꆪꂸꌸ，
ꏷꒆꄾꏪꀕ，"
xuezu_page_017,page,xuezu_zishi,雪族 子史篇,old_print_pdf,hard,yi_han,True,201+ chars,13+ lines,0.052632,0.053030,0.053030,0.064815,0.072072,1.000000,False,15,283,285,22,ascii_any,,"，
ꉒꁌꃋꃴꌺ，合祖牟鸟子，
ꃋꃴꌺꆏꋍ，ꈂꁍꄚ是一，
ꌺꊌꌺꃼꑍ，子阿子务二，
ꌺꃼꌺꈍꌕ，子务子口三，
ꌺꈍꀋꌌꇖ，子口阿色四，
ꀋꌌꀊꄙꉬ，阿色阿都五，
ꀊꄙꇐꁍꃘ。阿都尔朴六。
ꉒꌅꉒꇐꁍ，合君合尔朴，
ꒆꊂꊯꊪꈎ，长到十一岁，
ꑌꅪꑇꇐꋧ，说女尼法宝（家神），
ꑌꅪꑇꇐꌌ，用女尼法宝，
ꒆꊂꊯꌕꈎ，长到十三岁，
ꎹꀕꑇꇐꋧ，说什台法宝，
莽ꀕꑇꇐꌌ；用什台法宝；
ꒆꊂꊯꈬꈎ，长到十九岁，
ꂿꃋꑇꇐꋧ，说靡莫法宝，
ꂿꃋꑇꇐꌌ；用靡莫法宝，
ꒆꊂꑍꊏꑋꈓꆏ，长到二十二岁吗？
ꉗꈌꑇꋧ，说昊口法宝，
ꉗꈌꑇꇐꌌ，用昊口法宝，
ꉒꌅꉒꇐꁍ，合君合尔朴，
一","ꉒꁌꃋꃴꌺ，合祖牟乌子，
ꃋꃴꌺꆏꋍ，牟乌子是一，
ꌺꊌꌺꃼꑍ，子阿子务二，
ꌺꃼꌺꈍꌕ，子务子口三，
ꌺꈍꀋꌌꇖ，子口阿色四，
ꀋꌌꀊꄙꉬ，阿色阿都五，
ꀊꄙꇐꁍꃘ。阿都尔朴六。
ꉒꌅꉒꇐꁍ，合君合尔朴，
ꒆꊂꊯꊪꈎ，长到十一岁，
ꑌꅪꑇꇐꋧ，说女尼法宝（家神），
ꑌꅪꑇꇐꌌ，用女尼法宝，
ꒆꊂꊯꌕꈎ，长到十三岁，
ꎹꀕꑇꇐꋧ，说什台法宝，
ꎹꀕꌺꇐꌌ；用什台法宝；
ꒆꊂꊯꈬꈎ，长到十九岁，
ꂾꃋꑇꇐꋧ，说靡莫法宝，
ꂿꃋꑇꇐꌌ；用藤菐法宝，
ꒆꊂꑍꊏꑋꈓꆏ，长到二十二岁吗？
ꉗꈌꑇꇐꋧ，说昊口法宝，
ꉗꈌꑇꇐꌌ，用昊口法宝，
ꉒꌅꉒꇐꁍ，合君合尔朴，
一14一"
real_screen_photo_page_004_part1,page,le_e_ma_mu_guide,勒俄玛牧导读教程,real_screen_photo,hard,yi_han,True,201+ chars,13+ lines,0.052632,0.051672,0.051672,0.005051,0.000000,0.000000,False,18,342,341,13,ascii_any,real_screen_photo_page_004_part1,"ꂸꋠꋂꌕꏣ／ꋂꋠꀋꉆꑠꌕꏣꐥ不当盐来吃的三斤盐巴，
ꋋꆹꄲꃅꄜ①／ꋋꈨꑞꑵꄜ这是指什么？
ꃢꑤꀑꊃꄉ②／ꃢꈜꑣꑵꌠꂴꐕꌠꇬꆏ铠甲的前端，
ꑣꀒꉦꊂꉦꑍꁕ③／ꑣꀒꉦꊁꉦꑍꁕꃅꐙꑵ分为前襟和后襟，
ꋍꁕꀋꇎꌠꑞꄜ／ꄚꋍꁕꇬꀋꇎꀐ，ꋍꑠꑞꄜ上面差了一片什么东西？
ꃢꑤꐧꊃꄉ／ꃢꈜꑣꑵꌠꐧꀠꐕꌠꇬꆏ铠甲的中部，
ꑣꒌꂷꃘꄙꃘꉐꑋꂷ④／ꑣꒌꂷꃘꄙꃘꉐꑋꂷꅑꃣ铠珠六千六百零二个，
ꋍꂷꀋꇎꌠꑞꄜ／ꄚꋍꂷꀋꇎꌠꑞꄜ上面差一个什么东西？
ꃢꑤꂪꊃꄉ／ꃢꈜꑣꑵꌠꑬꂪꐕꌠꇬ铠甲的尾部，
ꑣꑉꂷꑍꂷ⑤／ꑣꇬꑉꂷꑍꂷꅑꑵ圆形铠皮有两个，
ꋍꂷꀋꇎꌠꑞꄜ／ꋍꂷꀋꇎꀐꌠꑞꄜ上面差了一个什么东西？
ꋋꈨꇠꄎꃲꆏ⑥／ꋋꈨꆏꇠꎼꇁꄎꑲꆏ
ꀿꃼꀿꎹꇿꎹꌠ／ꀿꃼꀿꎹꇿꃼꇿꎹꌠ要是你能解答了，
该到哪儿买父与找父，","ꂸꋠꋂꌕꏣ／ꋂꋠꀋꉆꑠꌕꏣꐥ不当盐来吃的三斤盐巴，
ꋋꆹꄲꃅꄜ①／ꋋꈨꑞꑵꄜ这是指什么？
ꃢꑤꀑꊃꄉ②／ꃢꈜꑣꑵꌠꂴꐕꌠꇬꆏ铠甲的前端，
ꑣꀒꉦꊂꉦꑍꁕ③／ꑣꀒꉦꊁꉦꑍꁕꃅꐙꑵ分为前襟和后襟，
ꋍꁕꀋꇎꌠꑞꄜ／ꄚꋍꁕꇬꀋꇎꀐ，ꋍꑠꑞꄜ上面差了一片什么东西？
ꃢꑤꐧꊃꄉ／ꃢꈜꑣꑵꌠꐧꀠꐕꌠꇬꆏ铠甲的中部，
ꑣꒌꂷꃘꄙꃘꉐꑋꂷ④／ꑣꒌꂷꃘꄙꃘꉐꑋꂷꅑꑵ铠珠六千六百零二个，
ꋍꂷꀋꇎꌠꑞꄜ／ꄚꋍꂷꀋꇎꌠꑞꄜ上面差一个什么东西？
ꃢꑤꂪꊃꄉ／ꃢꈜꑣꑵꌠꑬꂪꐕꌠꇬ铠甲的尾部，
ꑣꑉꂷꑍꂷ⑤／ꑣꇬꑉꂷꑍꂷꅑꑵ圆形铠皮有两个，
ꋍꂷꀋꇎꌠꑞꄜ／ꋍꂷꀋꇎꀐꌠꑞꄜ上面差了一个什么东西？
ꋋꈨꇠꄎꃲꆏ⑥／ꋋꈨꆏꇠꎼꇁꄎꑲꆏ要是你能解答了，
ꀿꃼꀿꎹꇿꎹꌠ／ꀿꃼꀿꎹꇿꃼꇿꎹꌠ该到哪儿买父与找父，"
real_screen_photo_page_009_part2,page,gen_yu_hua,根与花,real_screen_photo,hard,yi,False,061-200 chars,2-4 lines,0.052632,0.046512,0.046512,0.048780,,,False,7,133,131,4,ascii_any,real_screen_photo_page_009_part2,"ꃘ
ꐊꂾꄰꈎꌋꆪꄏꇬꃴꇤꃀꊰꉆꈓꄹꈎꑮꈎꀋꉬ，ꊯꈬꈎꄹꈎꆏꐊꂾꄰ
ꑮꊪꈎꀋꉬ，ꊁꑍꊏꈎꄹꈎꆏꐊꂾꒉꄿꂽꄹꁦꌦꇈ，ꐊꂾꄰꄹꇬꎭꂵꄰꑌꀋ
ꃅꋋꇅꇬꊼꇅꊋꋠꑴꌦꌠꉥ，ꈍꌐꃴꇤꃀꁳꀁꇬꑍꈓꌕꈎꌺꇇꀨꄉꎻꇈ，ꊂ
ꒉꄿꀱꇀꄮꇬꆀꋋꉈꋌꋧꃅꁨꇁꎻꂿꄷ。ꋋꈨꌞꊿꀉꁁꉜꇬꆹꃶꌐꐮꉈꇬ","ꐊꂾꄰꈎꌋꆪꄏꇬꃴꇤꃀꊰꉆꈓꄹꈎꑮꈎꀋꉬ，ꊯꈬꈎꄹꈎꆏꐊꂾꄰ
ꑮꊪꈎꀋꉬ，ꊂꑍꊏꈎꄹꈎꆏꐊꂿꒉꄿꂽꄹꁧꌦꇉ，ꐊꂿꄰꄹꇬꎭꂵꄰꑌꀋ
ꃅꋋꇅꇬꊼꇅꊋꋠꑴꌦꌠꉥ，ꈍꌐꃴꇤꃀꁳꀁꇬꑍꈓꌕꈎꌺꇇꀨꄉꎻꇈ，ꊂ
ꒉꄿꀱꇀꄮꇬꆀꋋꉈꋌꋧꃅꁨꇁꎻꂿꄷ。ꋋꈨꌞꊿꀉꁁꉜꇬꆹꃶꌐꐮꉈꇬ"
xuezu_page_009,page,xuezu_zishi,雪族 子史篇,old_print_pdf,hard,yi_han,True,201+ chars,13+ lines,0.050584,0.034043,0.034043,0.010526,0.051546,0.000000,False,13,257,251,19,ascii_any,,"ꋍꆏꄲꌒꇔ，一走士洒尔，
ꄜꑳꉾꑌꄃ；住体衙侯呢；
ꋍꆏꃰꄹꇜ，一是武德官，
ꈢꑌꌕꁍꄃ，住各呢三堡；
ꋍꆏꃰꀒꋤ，一是武乌珠，②
ꃴꇗꁧꃴꄃ；住鸟伦山下：
ꋍꆏꃰꎰꐎ，一是武蜀取，
ꉴꅔꂷꁧꄃ；住狠地马博；
ꋍꆏꃰꀋꏃ，一是武阿式，
ꅉꃤꎔꑳꄃꑟꃅ住得威乍衙（什
ꇓꃅꄃ）。木尔木），
ꋍꆏꃰꇍꈨ，一是武拿改（纳垢），
ꄂꎔꑌꐰꄃ；住迭乍呢记；
ꄚꈴꋦꎜꇈ。住此发旺了。
1、ꌌꄝꋊꉬꑴ省体谱
ꌌꄝꊏꆏꋍ，省体责是一，
ꊏꊃꇰꆏꑍ，责啊耿是二，
ꇰꊃꈤꆏꌕ，耿啊勾是三，
ꈤꊃꅔꆏꇖ，勾啊地是四，
一
一
一
！","ꋍꆏꄲꌒꇔ，一走士洒尔，
ꄜꑳꉾꑌꄃ；住体衙侯呢；
ꋍꆏꃰꄹꇜ，一是武德官，
ꈢꑌꌕꁍꄃ，住各呢三堡；
ꋍꆏꃰꀒꋤ，一是武乌珠，②
ꃴꇗꁧꃴꄃ；住乌伦山下：
ꋍꆏꃰꎰꐎ，一是武蜀取，
ꉴꅔꂷꁧꄃ；住狠地马博；
ꋍꆏꃰꀋꏃ，一是武阿式，
ꅉꃤꎔꑳꄃ（ꏀꃅ 佳得威乍衙（什
ꇓꃅꄃ）。木尔木），
ꋍꆏꃰꇍꈨ，一是武拿改（纳垢），
ꄂꎔꑌꐰꄃ；住迭乍呢记；
ꄚꈴꋦꎜꇈ。住此发旺了。
1、ꌌꄝꋊꉬꑴ省体谱
ꌌꄝꊏꆏꋍ，省体责是一，
ꊏꊃꇰꆏꑍ，责啊耿是二，
ꇰꊃꈤꆏꌕ，耿啊勾是三，
ꈤꊃꅔꆏꇖ，勾啊地是四，"
gen_yu_hua_line_000013,line,gen_yu_hua,根与花,new_print_pdf,easy,yi,True,001-020 chars,1 line,0.050000,0.050000,0.041667,0.000000,,0.000000,False,1,19,20,1,ascii_any,book_00013_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_013,ꒉꄩꇓꋒꋉꇓꋒꊾꇢꏿ……176—189,ꒉꄩꇓꋒꋉꇓꋒꊾꇢꏿ……176——189
xuan_yi_3_line_000394,line,xuan_yi_3,凉山彝文资料选译第3集,old_print_pdf,medium,yi_han,False,001-020 chars,1 line,0.050000,0.050000,0.050000,0.111111,0.000000,,False,1,20,20,1,,book_00430_xuan_yi_3__xuan_yi_3_p010_old_selection_same_batch__v3_box_005__body_line,ꌅꂮꂄꆏꇓꐚꁍꃅꌒ，兹敏好么百姓就好过，,ꌅꂮꂄꆏꇓꐚꈩꃅꌒ，兹敏好么百姓就好过，
xuan_yi_3_extra_xuan_yi_3_extra_p172_body_candidate_v3_box_006_body_line,line,xuan_yi_3_extra,凉山彝文资料选译第3集,old_print_pdf,medium,yi_han,False,001-020 chars,1 line,0.050000,0.050000,0.050000,0.000000,0.111111,,False,1,20,20,1,,,ꑍꉩꑍꊸꃬꂊꋚꀋꅝ，两叫两晴鸡饱不吃食，,ꑍꉩꑍꊸꃬꂊꋚꀋꅝ，两阴两晴鸡饱不吃食，
xuan_yi_3_line_000471,line,xuan_yi_3,凉山彝文资料选译第3集,old_print_pdf,medium,yi_han,False,001-020 chars,1 line,0.050000,0.050000,0.050000,0.000000,0.000000,,False,1,20,19,1,,book_00507_xuan_yi_3__xuan_yi_3_p181_old_selection_same_batch__v3_box_011__body_line,ꊰꑋꃱꋉꃅꌠꉪꇮꄸ。定要想到十天的园根。,ꊰꑋꃱꋉꃅꌠꉪꇮꄸ。定要想到十天的园根
xuezu_page_047,page,xuezu_zishi,雪族 子史篇,old_print_pdf,hard,yi_han,False,201+ chars,13+ lines,0.049470,0.053435,0.053435,0.096154,0.035088,,False,14,282,283,22,ascii_any,,"ꌺꇖꐚꂸꄿ，子孙难服奴，
ꏝꅍꍯꂷꅑ，草杆结稻粒，
ꉘꈌꋐꂷꅑ，若蒈结花椒，
ꅘꁧꊪꇖꀵ，簇篡带凌块（铃子）
ꃰꄃꉈꄃꁍ，霜雪封凌处，
ꀂꍯꄚꂸꄃ。我不迁住此。
ꏉꊂꇈꃅꍯ，迁离日哈落木，
ꀆꊂꒉꑐꄃ。住到鸭呵液娘。
ꀆꊂꒉꑐꍯ，迁离鸭呵液娘，
ꃥꈭꑐꄃ。住到昊古若娘。
ꉘꈬꎿꑐꆏ，在昊口液娘，
ꆈꇌꐎꒃꆦ。捉白牛来祭。
ꇃꉾꊰꑋꁧ，牛肉十二份，
ꃘꁦꊂꑴꉙ，六份献后面，
ꊂꄯꉙꌠꆹ，后面献的是，
ꀐꋤꃄꇴꌅ。乌珠地区内。（乌
珠：郎藏族）
ꁍꌋꀂꎹꇁ，田神来找我，
ꑘꌋꀁꎭꇁꅊꇁ。地神来送我了。
ꃘꁧꂴꑴꉙ，六份献前面，
ꂴꑴꉙꌠꆹ，前面献的是，
一44—","ꌺꇖꐚꂸꄿ，子孙难服奴，
ꏝꅍꍯꂷꅑ，草杆结稻粒，
ꉘꈌꋐꂷꅑ，若蒿结花椒，
ꅘꁧꊪꇖꀵ，蕨簊带凌块（铃子）
ꃰꄃꉈꄃꁍ，霜雪封凌处，
ꀂꍯꄚꂸꄃ。我不迁住此。
ꏉꊂꇈꃅꍯ，迁离日哈落木，
ꀆꊂꒉꑐꄃ。住到鸭呵液娘。
ꀆꊂꒉꑐꍯ，迁离鸭呵液娘，
ꁵꈬꌿꑐꄃ。住到昊古若娘。
ꉘꈬꌿꑐꆏ，在昊口液娘，
ꉘꇌꐎꒃꆦ。捉白牛来祭。
ꇌꉾꊰꑋꁧ，牛肉十二份，
ꃘꁧꊂꑴꉙ，六份献后面，
ꊂꑴꉙꌠꆹ，后面献的是，
ꀐꋤꃄꇴꌅ。乌珠地区内。（乌
珠：郎藏族）
ꁍꌋꀂꎹꇁ，田神来找我，
ꑘꌋꀁꎭꇁꅊꇁ。地神来送我了。
ꃘꁧꂴꑴꉙ，六份献前面，
ꂴꑴꉙꌠꆹ，前面献的是，
一ꉆꄉ一"
xuezu_page_041,page,xuezu_zishi,雪族 子史篇,old_print_pdf,hard,yi_han,True,201+ chars,13+ lines,0.049296,0.053232,0.053232,0.068627,0.057692,0.000000,False,14,281,284,22,ascii_any,,"高叫，
ꏂꆂꉒꆫꐳ，黄黑花颊（蛇）飞，
ꏂꆂꂥꈚꌺ，黄黑花蟒蛇，
ꁧꌊꃅꌠꇉ。原已作山神。
ꀘꑴꉾꀊꈤ，ꁃ呀侯阿勾，
ꌅꊂꉾꀂꄲ；君阿侯阿土；
ꊨꌋꅽꋌꏢ，你这条林神，
ꐋꌋꆹꉬꀕ？可是护身神？
ꐎꆫꇔꊂꅥ，脱银饰来打，
ꎞꊂꏂꁍꎞ，让呵灰蛀让，
ꏂꁍꎞꂸꅲ。灰蛇不让开。
“ꀘꑴꉾꀊꈤ，“呗呵侯阿勾，⑥
ꅽꋋꁈꐥꀕ？”你有办法否？”
“ꀀꋋꁈꐥꑴ。“我对宅有法。”
ꏡꊂꐞꑊꆏ，转到寨上方，
ꐞꑊꆿꁧꋦ，寨上方有茶树，⑦
ꆿꏾꌕꏾꋊ；ꍃ三片茶叶；
ꃭꊂꐞꐰꉜ，转向寨下看，
ꐞꐰꆿꒉꀕ，寨下流茶水，
ꆿꆂꌕꍔꇸ。昏三碗茶乳。
ꋍꍔꉒꊂꐕ，一碗放雾前，
—38—","高叫，
ꏂꆂꉒꆫꐳ，黄黑花颊（蛇）飞，
ꏂꆂꂥꈚꌺ，黄黑花蟒蛇，
ꁧꌋꃅꌠꇉ。原已作山神。
ꀘꑴꉾꀊꈤ，呗呀侯阿勾，
ꌅꊂꉾꀊꄲ；君阿候阿土；
ꌿꌋꅽꋌꏢ，你这条林神，
ꐋꌋꆹꉬꀕ？可是护身神？
ꐎꆫꇔꊂꅥ，脱银饰来打，
ꎞꊂꏂꁍꎞ，让呵灰蛇让，
ꏂꁍꎞꂸꅲ。灰蛇不让开。
“ꀘꑴꉾꀊꈤ，“呗呵侯阿勾，⑥
ꅽꋋꁈꐥꀕ？”你有办法否？”
“ꀀꋋꁈꐥꑴ。”“我对它有法。”
ꏯꊂꐞꑊꆏ，转到寨上方，
ꐞꑊꆿꁧꋦ，寨上方有茶树，⑦
ꆿꏾꌕꏾꋊ；插三片茶叶；
ꏯꊂꐞꐰꉜ，转向寨下看，
ꐞꐰꆿꒉꀕ，寨下流茶水，
ꆿꆂꌕꍔꇸ。舀三碗茶乳。
ꋍꍔꉒꊂꐕ，一碗放雾前，
——38——"
xuan_yi_3_region_new_p186_region_03,region,xuan_yi_3,凉山彝文资料选译第3集,old_print_pdf,medium,yi_han,False,061-200 chars,5-12 lines,0.047619,0.050000,0.050000,0.105263,0.054054,,False,4,84,84,5,ascii_any,,"ꏾꁧꑱꁧꐱꑴꎰꆈꁧ，毒草晕物出在龙头山，
ꂣꌦꑱꌋꉐꎺꇓꈓꌵ。ꌼ神架神除在哈署城。
ꐈꁧꋓꁧꅪꏖꈥꊈꁧ，奸者狡者出在宜肘格
俄，
ꐈꌦꐈꌋꀈꉙꑗꒉꀆ。奸神狡鬼却在安宁ꀫ","ꅋꁧꑱꁧꐱꑴꎰꆈꁧ，毒草晕物出在龙头山，
ꅋꌦꑱꌋꉐꎺꇓꈓꌵ。毒神架神除在哈署城。
ꐈꁧꋓꁧꅪꏖꈥꊈꁧ，奸者狡者出在宜肘格
俄，
ꐈꌦꐈꌋꀈꉙꑗꒉꀆ。奸神狡鬼却在安宁坝"
