id,status,reason,image,gt,source_dataset,source_name,source_code,source_title,publisher,publication_year,source_material,source_category,sample_type,scene,difficulty,script_mix,detected_script_mix,score_included,official_eval_layer,gold_label_status,gt_source,source_package,original_id,original_image,page_file,page,box,part,region_kind,has_digit,gt_chars,gt_nonspace_chars,gt_lines,yi_chars,han_chars,latin_chars,digit_chars
gen_yu_hua_line_000011,included,,images/gen_yu_hua_line_000011.png,ꆿꇭꃀ……148—161,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00011_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_011,images/book_00011_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_011.png,gen_yu_hua_p006_novel_plain_yi.png,6,6,11,,True,12,12,1,3,0,0,6
gen_yu_hua_line_000012,included,,images/gen_yu_hua_line_000012.png,ꃤꈬꄰꁮꅉ……162——175,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00012_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_012,images/book_00012_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_012.png,gen_yu_hua_p006_novel_plain_yi.png,6,6,12,,True,15,15,1,5,0,0,6
gen_yu_hua_line_000013,included,,images/gen_yu_hua_line_000013.png,ꒉꄩꇓꋒꋉꇓꋒꊾꇢꏿ……176——189,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00013_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_013,images/book_00013_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_013.png,gen_yu_hua_p006_novel_plain_yi.png,6,6,13,,True,20,20,1,10,0,0,6
gen_yu_hua_line_000014,included,,images/gen_yu_hua_line_000014.png,ꀄꂼꂻꈤꀋꉆ……190—203,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00014_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_014,images/book_00014_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_014.png,gen_yu_hua_p006_novel_plain_yi.png,6,6,14,,True,15,15,1,6,0,0,6
gen_yu_hua_line_000015,included,,images/gen_yu_hua_line_000015.png,ꀈꄿꃱꋯꃷ……204—209,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00015_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_015,images/book_00015_gen_yu_hua__gen_yu_hua_p006_novel_plain_yi__v4_box_006__part_015.png,gen_yu_hua_p006_novel_plain_yi.png,6,6,15,,True,14,14,1,5,0,0,6
gen_yu_hua_line_000082,included,,images/gen_yu_hua_line_000082.png,98ꉂꎺꐙꍚꀕꌂꏣꎵꑳꀕ,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00082_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v3_box_001__header_text_line,images/book_00082_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v3_box_001__header_text_line.png,gen_yu_hua_p104_novel_plain_yi.png,104,1,,,True,12,12,1,10,0,0,2
gen_yu_hua_line_000083,included,,images/gen_yu_hua_line_000083.png,ꎭꀕꃀꋌꀋꇊꊌꀑ。ꀂꀋꉬꄸꆹꄹꑳꆏꀋꃋꉠꑭꉠꇇꉢꄐꑴꌦꇰꆐꉢꅽꒌ,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00083_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_002__part_001,images/book_00083_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_002__part_001.png,gen_yu_hua_p104_novel_plain_yi.png,104,2,1,,False,32,32,1,31,0,0,0
gen_yu_hua_line_000084,included,,images/gen_yu_hua_line_000084.png,ꃃꆠꃃꈻꌊꆏꇯꄉꐤꀘꏿꇫꎭꂿ，ꉠꁨꇐꄉꇐꌹꌠꇤꌊꀋꉆꆏꑬꇬꇌꌌꑮ,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00084_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_002__part_002,images/book_00084_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_002__part_002.png,gen_yu_hua_p104_novel_plain_yi.png,104,2,2,,False,32,32,1,31,0,0,0
gen_yu_hua_line_000085,included,,images/gen_yu_hua_line_000085.png,ꄉꌞꊿꋌꅗꌠꀉꏯꄡꇗꌞꊿꋌꅗꃅꀘꂿ。,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00085_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_003__part_001,images/book_00085_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_003__part_001.png,gen_yu_hua_p104_novel_plain_yi.png,104,3,1,,False,18,18,1,17,0,0,0
gen_yu_hua_line_000086,included,,images/gen_yu_hua_line_000086.png,ꉪꅷꄚꑟꇬꆏꎭꂵꀉꁌꉌꂵꊼꇅꁦꉘꃅꐙꇈꀀꑐꇯꇴꏾꇁ。ꀀꃅꌡꇓ,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00086_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_003__part_002,images/book_00086_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_003__part_002.png,gen_yu_hua_p104_novel_plain_yi.png,104,3,2,,False,30,30,1,29,0,0,0
gen_yu_hua_line_000087,included,,images/gen_yu_hua_line_000087.png,ꌣꇓꃅꇬꆏꋌꀋꆅꆿꇁꀉꂿꋍꑊꐮꐊꃭꇤꏁꇖꅍꑠꏬꈬꇬꐺꌟꃅꐛ。ꆿꇁ,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00087_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_003__part_003,images/book_00087_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_003__part_003.png,gen_yu_hua_p104_novel_plain_yi.png,104,3,3,,False,32,32,1,31,0,0,0
gen_yu_hua_line_000088,included,,images/gen_yu_hua_line_000088.png,ꀉꂿꂶꌠꄡꇗꑮꆜꅪꄿꌊꐺ，ꃦꈜꑌꀋꉊꊿꋅꇥꀯꌶꅉꇬꄉꋌꎷꇁꇬꈚꋬ,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00088_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_003__part_004,images/book_00088_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_003__part_004.png,gen_yu_hua_p104_novel_plain_yi.png,104,3,4,,False,32,32,1,31,0,0,0
gen_yu_hua_line_000089,included,,images/gen_yu_hua_line_000089.png,ꈭꌠꈚꐺ：ꂃꀊꐎꊪꅪꊘꄉꈫ，ꀂꄁꎽꃴꈫꌠꉈꏭꆏꆽꇢꀉꆈꑞꋯꏶꋲꄉꑠ,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,medium,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00089_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_003__part_005,images/book_00089_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_003__part_005.png,gen_yu_hua_p104_novel_plain_yi.png,104,3,5,,False,33,33,1,31,0,0,0
gen_yu_hua_line_000090,included,,images/gen_yu_hua_line_000090.png,ꈬꄅ，ꀍꄟꆈꃱꅍꑠꂷꅑꇈꆫꌺꈨꄻꀍꄟꇬꑐꌊ，ꆫꌺꋌꁙꅩꇉꅍꀦꌠꑭꁘ,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,medium,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00090_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_003__part_006,images/book_00090_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_003__part_006.png,gen_yu_hua_p104_novel_plain_yi.png,104,3,6,,False,33,33,1,31,0,0,0
gen_yu_hua_line_000091,included,,images/gen_yu_hua_line_000091.png,ꋍꇅꐕꆏꋍꇅꉈꃅꋍꂲꆽꐊꄉꏮꇊꉈꉜꃅꒉꇬ，ꄡꇗꊿꋅꇥꀯꌶꅉꇬꄉꐮ,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00091_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_003__part_007,images/book_00091_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_003__part_007.png,gen_yu_hua_p104_novel_plain_yi.png,104,3,7,,False,32,32,1,31,0,0,0
gen_yu_hua_line_000092,included,,images/gen_yu_hua_line_000092.png,ꐊꉈꑴꇁꄹꉇꀉꒆꅉ……,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00092_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_003__part_008,images/book_00092_gen_yu_hua__gen_yu_hua_p104_novel_plain_yi__v4_box_003__part_008.png,gen_yu_hua_p104_novel_plain_yi.png,104,3,8,,False,11,11,1,9,0,0,0
gen_yu_hua_line_000093,included,,images/gen_yu_hua_line_000093.png,ꐴꌋꆀꃨ 147,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00093_gen_yu_hua__gen_yu_hua_p153_novel_plain_yi__v3_box_001__header_text_line,images/book_00093_gen_yu_hua__gen_yu_hua_p153_novel_plain_yi__v3_box_001__header_text_line.png,gen_yu_hua_p153_novel_plain_yi.png,153,1,,,True,8,7,1,4,0,0,3
gen_yu_hua_line_000094,included,,images/gen_yu_hua_line_000094.png,ꀋꒊꇬꉣꑊꐯꄜꃄꎍꀐꌠꆏꂾꀕ。ꊼꇅꑬꌒꇇꌒꃅꑍꈓꌕꈎꍈꐥꑲꆀꌦꀊ,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00094_gen_yu_hua__gen_yu_hua_p153_novel_plain_yi__v3_box_002__body_line,images/book_00094_gen_yu_hua__gen_yu_hua_p153_novel_plain_yi__v3_box_002__body_line.png,gen_yu_hua_p153_novel_plain_yi.png,153,2,,,False,32,32,1,31,0,0,0
gen_yu_hua_line_000095,included,,images/gen_yu_hua_line_000095.png,ꇂꂸ，ꎭꅷꃅꐬꃹꋋꈨꊿꋋꀋꄚꀐꇊ……”ꎭꂵꀋꃀꀃꃀꃆꄔꇱꃪꀕꌋ,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00095_gen_yu_hua__gen_yu_hua_p153_novel_plain_yi__v4_box_003__part_001,images/book_00095_gen_yu_hua__gen_yu_hua_p153_novel_plain_yi__v4_box_003__part_001.png,gen_yu_hua_p153_novel_plain_yi.png,153,3,1,,False,31,31,1,27,0,0,0
gen_yu_hua_line_000096,included,,images/gen_yu_hua_line_000096.png,ꃅꋆꄮꐰꑬꊸꐝꇅꅍꋋꌺꀉꄂꇬꑌꊿꋌꁭ。ꊿꋌꑵꈎꄜꇁꄷꆏꑅꁧꎸꁧꇁ,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00096_gen_yu_hua__gen_yu_hua_p153_novel_plain_yi__v4_box_003__part_003,images/book_00096_gen_yu_hua__gen_yu_hua_p153_novel_plain_yi__v4_box_003__part_003.png,gen_yu_hua_p153_novel_plain_yi.png,153,3,3,,False,32,32,1,31,0,0,0
gen_yu_hua_line_000097,included,,images/gen_yu_hua_line_000097.png,ꐤꁮ，ꑍꈓꌕꈎꅑꅸꇁꌠꆏꈻꋌꐘꉠꉌꂵꀂꏽꑌꇁꀐꄷꀌ。ꉡꆹꂯꇁꏾꀐ，,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,medium,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00097_gen_yu_hua__gen_yu_hua_p153_novel_plain_yi__v4_box_003__part_004,images/book_00097_gen_yu_hua__gen_yu_hua_p153_novel_plain_yi__v4_box_003__part_004.png,gen_yu_hua_p153_novel_plain_yi.png,153,3,4,,False,33,33,1,30,0,0,0
gen_yu_hua_line_000098,included,,images/gen_yu_hua_line_000098.png,ꄚꀉꁌꃀꌠꊾꌋꊾꇠꏡꌠꇫꇁꀋꅲꋭꇆ……”ꄷ。,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00098_gen_yu_hua__gen_yu_hua_p153_novel_plain_yi__v4_box_003__part_005,images/book_00098_gen_yu_hua__gen_yu_hua_p153_novel_plain_yi__v4_box_003__part_005.png,gen_yu_hua_p153_novel_plain_yi.png,153,3,5,,False,22,22,1,18,0,0,0
gen_yu_hua_line_000099,included,,images/gen_yu_hua_line_000099.png,“ꀉꂵꃀꌠꇁꑲꆏꀉꁌꃀꌠꑌꀊꂵꃀꌠꊂꈹꇀꎂꀕ。”ꎭꂵꀋꃀꋌꄷ,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00099_gen_yu_hua__gen_yu_hua_p153_novel_plain_yi__v4_box_003__part_006,images/book_00099_gen_yu_hua__gen_yu_hua_p153_novel_plain_yi__v4_box_003__part_006.png,gen_yu_hua_p153_novel_plain_yi.png,153,3,6,,False,30,30,1,27,0,0,0
gen_yu_hua_line_000100,included,,images/gen_yu_hua_line_000100.png,ꇈꊈꌱꀋꃀꑍꂷꌠꉱꉳꄹꒉꐯꐍꑌ……,,根与花,gen_yu_hua,根与花,四川民族出版社,1999,扫描件,novel_plain_yi,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00100_gen_yu_hua__gen_yu_hua_p153_novel_plain_yi__v3_box_004__body_line,images/book_00100_gen_yu_hua__gen_yu_hua_p153_novel_plain_yi__v3_box_004__body_line.png,gen_yu_hua_p153_novel_plain_yi.png,153,4,,,False,17,17,1,15,0,0,0
le_e_ma_mu_guide_line_000122,included,,images/le_e_ma_mu_guide_line_000122.png,ꅺꊈꂘꃅꌷꂘꄯꒉ,,勒俄玛牧导读教程,le_e_ma_mu_guide,勒俄玛牧导读教程,民族出版社,2015,扫描件,modern_yi_han_mixed,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00122_le_e_ma_mu_guide__le_e_ma_mu_guide_p001_modern_yi_han_mixed__v4_box_002__part_003,images/book_00122_le_e_ma_mu_guide__le_e_ma_mu_guide_p001_modern_yi_han_mixed__v4_box_002__part_003.png,le_e_ma_mu_guide_p001_modern_yi_han_mixed.png,1,2,3,,False,8,8,1,8,0,0,0
liangshan_yi_grammar_line_000246,included,,images/liangshan_yi_grammar_line_000246.png,①ꀃꑍꊷꀕ？今天热吗？,,凉山彝语语法,liangshan_yi_grammar,凉山彝语语法,民族出版社,1987,扫描件,grammar_mixed_special,line,new_print_pdf,medium,yi_han,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00246_liangshan_grammar__liangshan_grammar_p055_grammar_mixed_special__v3_box_004__body_line,images/book_00246_liangshan_grammar__liangshan_grammar_p055_grammar_mixed_special__v3_box_004__body_line.png,liangshan_grammar_p055_grammar_mixed_special.png,55,4,,,True,11,11,1,4,4,0,1
liangshan_yi_grammar_line_000247,included,,images/liangshan_yi_grammar_line_000247.png,②ꆍꏤꋬꂺꀕ？你们家里平安吗？,,凉山彝语语法,liangshan_yi_grammar,凉山彝语语法,民族出版社,1987,扫描件,grammar_mixed_special,line,new_print_pdf,medium,yi_han,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00247_liangshan_grammar__liangshan_grammar_p055_grammar_mixed_special__v3_box_005__body_line,images/book_00247_liangshan_grammar__liangshan_grammar_p055_grammar_mixed_special__v3_box_005__body_line.png,liangshan_grammar_p055_grammar_mixed_special.png,55,5,,,True,15,15,1,5,7,0,1
liangshan_yi_grammar_line_000248,included,,images/liangshan_yi_grammar_line_000248.png,③ꊿꋋꂷꉽꀕ？此人能干吗？,,凉山彝语语法,liangshan_yi_grammar,凉山彝语语法,民族出版社,1987,扫描件,grammar_mixed_special,line,new_print_pdf,medium,yi_han,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00248_liangshan_grammar__liangshan_grammar_p055_grammar_mixed_special__v3_box_006__body_line,images/book_00248_liangshan_grammar__liangshan_grammar_p055_grammar_mixed_special__v3_box_006__body_line.png,liangshan_grammar_p055_grammar_mixed_special.png,55,6,,,True,13,13,1,5,5,0,1
liangshan_yi_grammar_line_000249,included,,images/liangshan_yi_grammar_line_000249.png,④ꀂꄁꋋꈬꀊꎴꀕ？这件衣服长吗？,,凉山彝语语法,liangshan_yi_grammar,凉山彝语语法,民族出版社,1987,扫描件,grammar_mixed_special,line,new_print_pdf,medium,yi_han,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00249_liangshan_grammar__liangshan_grammar_p055_grammar_mixed_special__v3_box_007__body_line,images/book_00249_liangshan_grammar__liangshan_grammar_p055_grammar_mixed_special__v3_box_007__body_line.png,liangshan_grammar_p055_grammar_mixed_special.png,55,7,,,True,16,16,1,7,6,0,1
liangshan_yi_grammar_line_000250,included,,images/liangshan_yi_grammar_line_000250.png,"⑤ꆏꎔꎗꃅꌷ。
你好好地学习（加重）",,凉山彝语语法,liangshan_yi_grammar,凉山彝语语法,民族出版社,1987,扫描件,grammar_mixed_special,line,new_print_pdf,medium,yi_han,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00250_liangshan_grammar__liangshan_grammar_p055_grammar_mixed_special__v3_box_009__body_line,images/book_00250_liangshan_grammar__liangshan_grammar_p055_grammar_mixed_special__v3_box_009__body_line.png,liangshan_grammar_p055_grammar_mixed_special.png,55,9,,,True,18,17,2,5,8,0,1
liangshan_yi_grammar_line_000251,included,,images/liangshan_yi_grammar_line_000251.png,⑥ꋋꂷꐧꀠꀕꃅꐙ。这个是中等的东西（减轻）,,凉山彝语语法,liangshan_yi_grammar,凉山彝语语法,民族出版社,1987,扫描件,grammar_mixed_special,line,new_print_pdf,medium,yi_han,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00251_liangshan_grammar__liangshan_grammar_p055_grammar_mixed_special__v3_box_010__body_line,images/book_00251_liangshan_grammar__liangshan_grammar_p055_grammar_mixed_special__v3_box_010__body_line.png,liangshan_grammar_p055_grammar_mixed_special.png,55,10,,,True,21,21,1,7,10,0,1
liangshan_yi_grammar_line_000252,included,,images/liangshan_yi_grammar_line_000252.png,⑦ꊿꀊꋨꂷꐂꀜꐂꀜꃅꇁꀐ。那个人一跛一癎地来了。,,凉山彝语语法,liangshan_yi_grammar,凉山彝语语法,民族出版社,1987,扫描件,grammar_mixed_special,line,new_print_pdf,medium,yi_han,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00252_liangshan_grammar__liangshan_grammar_p055_grammar_mixed_special__v3_box_012__body_line,images/book_00252_liangshan_grammar__liangshan_grammar_p055_grammar_mixed_special__v3_box_012__body_line.png,liangshan_grammar_p055_grammar_mixed_special.png,55,12,,,True,24,24,1,11,10,0,1
